,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
25359,2018-07-01 08:00:00,0.0,2.63604998588562,0.0,1.95547103881835
25360,2018-07-01 08:10:00,0.0,3.61660099029541,66.1469741881156,353.679290771484
25361,2018-07-01 08:20:00,0.0,2.66343307495117,0.0,348.048095703125
25362,2018-07-01 08:30:00,0.0,1.7754670381546,0.0,349.9912109375
25363,2018-07-01 08:40:00,0.0,1.97026896476745,0.0,6.67182493209838
25364,2018-07-01 08:50:00,0.0,1.81450104713439,0.0,6.91995620727539
25365,2018-07-01 09:00:00,0.0,2.25999093055725,0.0,10.6673898696899
25366,2018-07-01 09:10:00,0.0,2.03736400604248,0.0,346.637512207031
25367,2018-07-01 09:20:00,0.0,2.48166298866271,0.0,357.827514648437
25368,2018-07-01 09:30:00,0.0,2.52284598350524,0.0,10.6431102752685
25369,2018-07-01 09:40:00,0.0,2.33812999725341,0.0,350.69189453125
25370,2018-07-01 09:50:00,0.0,2.43322896957397,0.0,357.002014160156
25371,2018-07-01 10:00:00,0.0,3.43952393531799,45.519269107569,20.5903491973876
25372,2018-07-01 10:10:00,4.28079080581665,3.008544921875,16.2792787551879,15.3245801925659
25373,2018-07-01 10:20:00,5.2963261604309,2.86112594604492,0.0,16.2201995849609
25374,2018-07-01 10:30:00,15.219160079956,3.10289597511291,20.1396777391683,13.0590896606445
25375,2018-07-01 10:40:00,0.0,3.20411992073059,25.8650328265039,22.7077903747558
25376,2018-07-01 10:50:00,59.7249107360839,3.83312010765075,98.1869725465849,26.6305408477783
25377,2018-07-01 11:00:00,52.7405395507812,3.58465695381164,62.0549228131977,24.1911392211914
25378,2018-07-01 11:10:00,49.084358215332,3.5262598991394,54.9962752878382,16.2365493774414
25379,2018-07-01 11:20:00,16.3726196289062,3.02806305885314,16.9610207050764,15.669280052185
25380,2018-07-01 11:30:00,-0.0957331135869026,2.67428588867187,0.0,21.8959808349609
25381,2018-07-01 11:40:00,0.0,2.58886098861694,0.0,13.2955303192138
25382,2018-07-01 11:50:00,0.0,2.75096011161804,0.0,18.9361896514892
25383,2018-07-01 12:00:00,0.0,3.05581307411193,18.035226310928,24.6789207458496
25384,2018-07-01 12:10:00,0.0,3.44960498809814,46.5589312449592,21.3540897369384
25385,2018-07-01 12:20:00,56.6525115966796,3.63714599609375,68.8650735020637,16.8313694000244
25386,2018-07-01 12:30:00,54.1434593200683,3.6547520160675,71.2480807177171,21.2493000030517
25387,2018-07-01 12:40:00,5.59100294113159,2.70268607139587,0.0,20.731819152832
25388,2018-07-01 12:50:00,0.0,3.15339398384094,22.7909846251978,20.2874298095703
25389,2018-07-01 13:00:00,0.0,3.28212904930114,31.3958736144023,18.9274806976318
25390,2018-07-01 13:10:00,19.0712795257568,3.15057802200317,22.6323959609326,28.7965908050537
25391,2018-07-01 13:20:00,51.970458984375,3.41773700714111,43.3279207993328,19.3900699615478
25392,2018-07-01 13:30:00,58.5983390808105,3.7193648815155,80.4185428291212,20.4211997985839
25393,2018-07-01 13:40:00,139.275894165039,4.20924997329711,162.862754783606,15.6843996047973
25394,2018-07-01 13:50:00,193.055892944335,4.60672616958618,244.938225425043,20.8991603851318
25395,2018-07-01 14:00:00,252.033294677734,4.94799900054931,323.326688991227,22.8791809082031
25396,2018-07-01 14:10:00,179.625,4.50269794464111,222.570982164807,26.7134990692138
25397,2018-07-01 14:20:00,264.478210449218,4.91363906860351,315.06356894219,23.5222206115722
25398,2018-07-01 14:30:00,145.89549255371,4.24767923355102,170.416240732348,27.3492794036865
25399,2018-07-01 14:40:00,144.910995483398,4.2967939376831,180.18188875021,27.5728492736816
25400,2018-07-01 14:50:00,161.144699096679,4.38135719299316,197.300409712279,27.9995193481445
25401,2018-07-01 15:00:00,180.21369934082,4.45626306533813,212.799011352363,40.6617889404296
25402,2018-07-01 15:10:00,106.072998046875,3.96473002433776,121.327682367509,43.9541587829589
25403,2018-07-01 15:20:00,91.7728881835937,3.88285899162292,106.606687659089,38.6972618103027
25404,2018-07-01 15:30:00,122.920600891113,4.06287622451782,134.762278138219,38.4225196838378
25405,2018-07-01 15:40:00,125.914199829101,4.17086505889892,155.392725168322,34.3368606567382
25406,2018-07-01 15:50:00,215.501693725585,4.66665410995483,258.132648060877,44.0149383544921
25407,2018-07-01 16:00:00,544.752380371093,6.05379199981689,642.284875515797,60.4026298522949
25408,2018-07-01 16:10:00,677.605224609375,6.56230688095092,830.579272033491,60.37255859375
25409,2018-07-01 16:20:00,905.125671386718,7.18614721298217,1102.03550950171,60.8662300109863
25410,2018-07-01 16:30:00,801.098571777343,6.88639879226684,965.658801499956,66.186897277832
25411,2018-07-01 16:40:00,850.909606933593,7.12129402160644,1071.53867542478,74.0420684814453
25412,2018-07-01 16:50:00,743.94580078125,6.89961385726928,971.431366581537,71.8073425292968
25413,2018-07-01 17:00:00,549.390319824218,6.30815696716308,732.971058212008,71.5238571166992
25414,2018-07-01 17:10:00,717.137084960937,6.8966588973999,970.138731096649,71.8980636596679
25415,2018-07-01 17:20:00,950.364685058593,7.39055204391479,1201.97031709287,74.7540206909179
25416,2018-07-01 17:30:00,702.341613769531,6.97633123397827,1005.36947019761,76.6121215820312
25417,2018-07-01 17:40:00,608.370971679687,6.48411607742309,799.791705918733,67.3761672973632
25418,2018-07-01 17:50:00,480.88198852539,5.97438287734985,616.386034872305,56.8195114135742
25419,2018-07-01 18:00:00,447.589813232421,5.99680805206298,623.923527517222,53.1270790100097
25420,2018-07-01 18:10:00,565.271911621093,6.27890300750732,722.188065903338,47.181468963623
25421,2018-07-01 18:20:00,374.909790039062,5.63809299468994,509.616081361059,52.3320617675781
25422,2018-07-01 18:30:00,353.140411376953,5.5838918685913,493.459787672839,52.8183097839355
25423,2018-07-01 18:40:00,395.243591308593,5.77089977264404,550.410951572271,48.3130416870117
25424,2018-07-01 18:50:00,297.950988769531,5.35750913619995,428.928428229846,51.4498710632324
25425,2018-07-01 19:00:00,376.951293945312,5.66752099990844,518.506316567305,55.3708610534667
25426,2018-07-01 19:10:00,244.134994506835,4.99407291412353,334.544845650128,50.1669311523437
25427,2018-07-01 19:20:00,275.693298339843,5.08066892623901,356.067366128705,53.7945518493652
25428,2018-07-01 19:30:00,92.1014328002929,3.90180706977844,109.918305521101,40.8163604736328
25429,2018-07-01 19:40:00,126.841102600097,4.17719078063964,156.618699872698,40.2676696777343
25430,2018-07-01 19:50:00,166.781692504882,4.53326416015625,229.073990263078,43.7301712036132
25431,2018-07-01 20:00:00,238.12939453125,4.97850084304809,330.735482400104,46.1527404785156
25432,2018-07-01 20:10:00,180.346099853515,4.63085985183715,250.223995421407,44.3774604797363
25433,2018-07-01 20:20:00,224.226806640625,4.87970399856567,306.987495882946,46.8366508483886
25434,2018-07-01 20:30:00,210.246597290039,4.83511114120483,296.501149398515,44.8535614013671
25435,2018-07-01 20:40:00,277.546997070312,5.12924909591674,368.398143690451,47.0363807678222
25436,2018-07-01 20:50:00,265.819793701171,5.05241012573242,348.980177114067,44.5359802246093
25437,2018-07-01 21:00:00,271.66128540039,5.15551805496215,375.144366615744,46.9967002868652
25438,2018-07-01 21:10:00,201.106506347656,4.6326880455017,250.625924878407,46.5178604125976
25439,2018-07-01 21:20:00,288.02978515625,5.21709299087524,391.177664497662,42.9108695983886
25440,2018-07-01 21:30:00,313.763885498046,5.33561611175537,422.93130401743,46.3467483520507
25441,2018-07-01 21:40:00,286.716400146484,5.17311811447143,379.695525152961,44.9189300537109
25442,2018-07-01 21:50:00,235.647399902343,4.90920114517211,314.002638250871,46.7933883666992
25443,2018-07-01 22:00:00,393.289093017578,5.62322378158569,505.155880384402,46.562759399414
25444,2018-07-01 22:10:00,512.482727050781,6.08554410934448,653.226918147224,41.3069610595703
25445,2018-07-01 22:20:00,421.641387939453,5.81370878219604,563.935605198957,43.228458404541
25446,2018-07-01 22:30:00,453.597595214843,5.98777294158935,620.880162509433,43.6706886291503
25447,2018-07-01 22:40:00,400.759887695312,5.74523878097534,542.392473662869,43.0922317504882
25448,2018-07-01 22:50:00,385.492889404296,5.65455198287963,514.578018003792,44.8225212097167
25449,2018-07-01 23:00:00,414.481414794921,5.7989649772644,559.256609022971,45.0249595642089
25450,2018-07-01 23:10:00,416.402709960937,5.79185676574707,557.00868882381,45.3472290039062
25451,2018-07-01 23:20:00,487.754089355468,6.03294706344604,635.160112391784,48.0406913757324
25452,2018-07-01 23:30:00,472.192504882812,5.95398998260498,609.57843190262,49.8502197265625
25453,2018-07-01 23:40:00,553.459716796875,6.26337385177612,716.501512270272,59.2863388061523
25454,2018-07-01 23:50:00,629.590270996093,6.51236104965209,810.834557111009,64.0710220336914
25455,2018-07-02 00:00:00,695.752075195312,6.62213277816772,854.598974402798,63.8662910461425
25456,2018-07-02 00:10:00,797.351989746093,7.10039901733398,1061.8324616272,63.910400390625
25457,2018-07-02 00:20:00,782.664428710937,6.94431114196777,991.115412417609,68.7547988891601
25458,2018-07-02 00:30:00,706.855224609375,6.75728797912597,910.371688805272,72.584861755371
25459,2018-07-02 00:40:00,767.836486816406,6.9423599243164,990.250953097778,72.1574935913085
25460,2018-07-02 00:50:00,829.460876464843,7.15955018997192,1089.46001935412,69.9894714355468
25461,2018-07-02 01:00:00,1059.48999023437,7.66208600997924,1342.83608058419,73.05029296875
25462,2018-07-02 01:10:00,1041.52001953125,7.6291480064392,1325.32022674845,74.9418563842773
25463,2018-07-02 01:20:00,923.451721191406,7.31076478958129,1162.2550731654,76.5830764770507
25464,2018-07-02 01:30:00,928.711120605468,7.38319683074951,1198.27024940867,73.636131286621
25465,2018-07-02 01:40:00,914.03857421875,7.36324310302734,1188.27253761908,72.904067993164
25466,2018-07-02 01:50:00,665.460815429687,6.7683048248291,915.011641204449,75.2821884155273
25467,2018-07-02 02:00:00,667.252685546875,6.58508586883544,839.677206659107,77.1428527832031
25468,2018-07-02 02:10:00,624.495727539062,6.25860881805419,714.76183018155,79.6009063720703
25469,2018-07-02 02:20:00,674.34619140625,6.67783784866333,877.330320405666,74.2770767211914
25470,2018-07-02 02:30:00,766.608093261718,6.94108486175537,989.686310899042,76.5060729980468
25471,2018-07-02 02:40:00,861.084228515625,7.15474700927734,1087.19918143081,72.8573837280273
25472,2018-07-02 02:50:00,963.594787597656,7.4369888305664,1225.5162056596,71.6490097045898
25473,2018-07-02 03:00:00,1014.9580078125,7.49064111709594,1253.12611569763,73.0105819702148
25474,2018-07-02 03:10:00,1025.96203613281,7.72154378890991,1374.79820744523,76.096076965332
25475,2018-07-02 03:20:00,1075.76696777343,7.72332191467285,1375.76075609485,76.0817337036132
25476,2018-07-02 03:30:00,1264.25500488281,8.16529464721679,1626.02696537276,75.3727722167968
25477,2018-07-02 03:40:00,1260.09094238281,8.16328334808349,1624.84254612875,76.8608627319335
25478,2018-07-02 03:50:00,1452.77502441406,8.66164207458496,1928.56751711892,76.9356613159179
25479,2018-07-02 04:00:00,1524.80004882812,8.73945331573486,1977.57283618519,77.2356872558593
25480,2018-07-02 04:10:00,1463.5400390625,8.59127807617187,1884.57304707755,75.4998703002929
25481,2018-07-02 04:20:00,1432.96301269531,8.61427688598632,1898.91789965428,74.6643905639648
25482,2018-07-02 04:30:00,1452.39501953125,8.55239677429199,1860.40193976406,75.349983215332
25483,2018-07-02 04:40:00,1810.18103027343,9.33415985107421,2361.2463833973,75.9317092895507
25484,2018-07-02 04:50:00,1799.40002441406,9.23781299591064,2298.28756434437,75.3950729370117
25485,2018-07-02 05:00:00,1729.34704589843,9.11415767669677,2217.82878008117,73.5226593017578
25486,2018-07-02 05:10:00,1667.92895507812,8.93517112731933,2102.28516912883,73.6036529541015
25487,2018-07-02 05:20:00,1554.33801269531,8.74084568023681,1978.45295882619,73.8713073730468
25488,2018-07-02 05:30:00,1542.94201660156,8.57568168640136,1874.86510799282,73.4396133422851
25489,2018-07-02 05:40:00,1377.70397949218,8.3159646987915,1715.79203937189,74.2647094726562
25490,2018-07-02 05:50:00,1170.59594726562,7.86772394180297,1455.18200136438,73.5588912963867
25491,2018-07-02 06:00:00,1038.98095703125,7.4352707862854,1224.63931329644,74.0262908935546
25492,2018-07-02 06:10:00,913.087097167968,7.08440494537353,1054.44170940257,72.2972412109375
25493,2018-07-02 06:20:00,1007.30999755859,7.35575819015502,1184.53729535453,70.1438064575195
25494,2018-07-02 06:30:00,868.820617675781,7.07241201400756,1048.92183406986,70.2549819946289
25495,2018-07-02 06:40:00,631.859802246093,6.39594793319702,765.887087416619,71.2649765014648
25496,2018-07-02 06:50:00,807.687316894531,6.7836480140686,921.497606453741,69.8449172973632
25497,2018-07-02 07:00:00,1041.96594238281,7.33927297592163,1176.33932693142,69.9242095947265
25498,2018-07-02 07:10:00,1264.58996582031,7.87879085540771,1461.36801337473,70.3585205078125
25499,2018-07-02 07:20:00,1003.70098876953,7.35548019409179,1184.39872263074,68.8665618896484
25500,2018-07-02 07:30:00,849.505981445312,6.80063486099243,928.710962462951,60.8914909362792
25501,2018-07-02 07:40:00,1095.69799804687,7.48031091690063,1247.77588630935,65.5044937133789
25502,2018-07-02 07:50:00,1363.36694335937,8.16147136688232,1623.77582579699,69.913719177246
25503,2018-07-02 08:00:00,992.98388671875,7.15225219726562,1086.02610716623,68.9478530883789
25504,2018-07-02 08:10:00,961.974426269531,7.04577302932739,1036.72789210506,76.8272705078125
25505,2018-07-02 08:20:00,500.52978515625,5.81378698348999,563.960481690636,83.7528228759765
25506,2018-07-02 08:30:00,0.0,6.16866493225097,682.381207794398,86.6011199951171
25507,2018-07-02 08:40:00,599.521728515625,6.27434301376342,720.515568399456,74.2313537597656
25508,2018-07-02 08:50:00,998.024780273437,7.13340711593627,1077.19198702999,69.7671432495117
25509,2018-07-02 09:00:00,762.311218261718,6.67298316955566,875.335126394942,66.5931091308593
25510,2018-07-02 09:10:00,609.732177734375,6.27689409255981,721.45096750876,66.5684280395507
25511,2018-07-02 09:20:00,877.721374511718,6.76665019989013,914.31385105313,57.6524391174316
25512,2018-07-02 09:30:00,468.568695068359,5.51692390441894,473.881563801852,53.4162483215332
25513,2018-07-02 09:40:00,432.81460571289,5.2763237953186,406.897259366694,50.8654518127441
25514,2018-07-02 09:50:00,350.945098876953,5.09478902816772,359.632095384811,45.8405799865722
25515,2018-07-02 10:00:00,650.998413085937,5.98983716964721,621.574697060408,32.9179306030273
25516,2018-07-02 10:10:00,683.586486816406,6.35102987289428,748.94112927834,32.7937088012695
25517,2018-07-02 10:20:00,630.913208007812,6.01623392105102,629.481138707696,42.2137107849121
25518,2018-07-02 10:30:00,1011.49102783203,7.26994705200195,1142.29136277461,59.6568908691406
25519,2018-07-02 10:40:00,1409.59497070312,8.13043308258056,1605.55153792485,68.2520599365234
25520,2018-07-02 10:50:00,1429.73303222656,8.09275245666503,1583.55118950746,66.9357528686523
25521,2018-07-02 11:00:00,344.814697265625,6.99226713180541,1012.5115411455,86.4909362792968
25522,2018-07-02 11:10:00,0.0,6.14281702041625,673.236031525417,93.0155181884765
25523,2018-07-02 11:20:00,0.0,6.76405811309814,913.221363152804,81.691062927246
25524,2018-07-02 11:30:00,0.0,8.31942844390869,1717.87884587859,79.9250106811523
25525,2018-07-02 11:40:00,0.0,6.20676517486572,695.991734015254,65.0730667114257
25526,2018-07-02 11:50:00,0.0,6.29548692703247,728.2895526217,111.351600646972
25527,2018-07-02 12:00:00,0.0,8.22365570068359,1660.55724342344,81.6488571166992
25528,2018-07-02 12:10:00,0.0,6.01452779769897,628.90309365352,0.0
25529,2018-07-02 12:20:00,0.0,6.07656192779541,650.120657653804,0.0
25530,2018-07-02 12:30:00,0.0,5.9996690750122,624.889062737707,21.3568897247314
25531,2018-07-02 12:40:00,0.0,8.36242198944091,1743.86382230744,13.8854103088378
25532,2018-07-02 12:50:00,495.3544921875,6.37067604064941,756.325896623496,21.8186607360839
25533,2018-07-02 13:00:00,765.211975097656,6.43522596359252,780.885765598947,26.3917598724365
25534,2018-07-02 13:10:00,764.955688476562,6.62730693817138,856.695425628893,29.7069492340087
25535,2018-07-02 13:20:00,717.674987792968,6.30006599426269,729.979490941562,28.8269004821777
25536,2018-07-02 13:30:00,772.241882324218,6.64431095123291,863.606566160661,28.7003192901611
25537,2018-07-02 13:40:00,835.907775878906,6.79359912872314,925.719121034437,26.9230594635009
25538,2018-07-02 13:50:00,1149.77294921875,7.57504510879516,1296.85107771124,28.5068302154541
25539,2018-07-02 14:00:00,1072.58996582031,7.45109701156616,1232.73390918666,29.6103706359863
25540,2018-07-02 14:10:00,1245.29797363281,7.53832006454467,1277.74441714826,29.8877601623535
25541,2018-07-02 14:20:00,1279.39001464843,7.81682205200195,1426.90836921049,29.6918296813964
25542,2018-07-02 14:30:00,1358.43298339843,8.00311946868896,1531.78360125984,38.47652053833
25543,2018-07-02 14:40:00,1149.751953125,7.37637376785278,1194.84501160052,41.4718208312988
25544,2018-07-02 14:50:00,1007.51397705078,7.1270260810852,1074.21145716197,36.9559593200683
25545,2018-07-02 15:00:00,911.057495117187,6.79166603088378,924.898131279956,38.2491188049316
25546,2018-07-02 15:10:00,630.002380371093,6.19278383255004,690.97912872463,41.612060546875
25547,2018-07-02 15:20:00,622.047485351562,6.16677713394165,681.710871898332,54.0319519042968
25548,2018-07-02 15:30:00,1420.13696289062,8.18502616882324,1637.66647575286,55.8875007629394
25549,2018-07-02 15:40:00,1629.21704101562,8.71172523498535,1960.06884517591,55.4791717529296
25550,2018-07-02 15:50:00,1439.19702148437,8.23766708374023,1668.89326167066,55.7095413208007
25551,2018-07-02 16:00:00,1543.96203613281,8.45890712738037,1802.71476826342,60.7601509094238
25552,2018-07-02 16:10:00,1445.47705078125,8.38906288146972,1760.04065409826,62.7175216674804
25553,2018-07-02 16:20:00,1330.74694824218,8.08093929290771,1576.68241925338,60.1796798706054
25554,2018-07-02 16:30:00,1249.81298828125,7.90428781509399,1475.67185979956,63.7968482971191
25555,2018-07-02 16:40:00,1337.64599609375,8.11078262329101,1594.06118701626,67.7714691162109
25556,2018-07-02 16:50:00,1239.47595214843,7.93237686157226,1491.51271047664,70.0875396728515
25557,2018-07-02 17:00:00,1310.10900878906,8.10576820373535,1591.13504395696,67.8426971435546
25558,2018-07-02 17:10:00,1668.03198242187,8.85684013366699,2052.1424179096,68.7624206542968
25559,2018-07-02 17:20:00,1770.25903320312,9.15984535217285,2247.50457083378,71.2716598510742
25560,2018-07-02 17:30:00,1845.93395996093,9.4751443862915,2453.66966915032,70.3057098388671
25561,2018-07-02 17:40:00,2111.333984375,10.1115999221801,2859.56223703198,71.080322265625
25562,2018-07-02 17:50:00,2281.38696289062,10.5673904418945,3097.31653271597,71.7374267578125
25563,2018-07-02 18:00:00,2285.09008789062,10.2482595443725,2937.04980014667,69.0908737182617
25564,2018-07-02 18:10:00,2148.2958984375,10.1760702133178,2896.80711020014,66.1727905273437
25565,2018-07-02 18:20:00,2128.53295898437,10.0356197357177,2814.05122513045,65.5935668945312
25566,2018-07-02 18:30:00,2270.01000976562,10.346209526062,2989.24454796257,69.0258483886718
25567,2018-07-02 18:40:00,2306.4580078125,10.4690103530883,3050.88324099134,70.3112564086914
25568,2018-07-02 18:50:00,2286.0458984375,10.4467000961303,3039.99241092023,70.2859268188476
25569,2018-07-02 19:00:00,2192.14892578125,10.1940298080444,2906.96190428863,68.9262924194335
25570,2018-07-02 19:10:00,2216.18090820312,10.2177200317382,2920.21156461552,67.729621887207
25571,2018-07-02 19:20:00,2276.09912109375,10.3251895904541,2978.27366070351,66.3667678833007
25572,2018-07-02 19:30:00,2247.7939453125,10.241470336914,2933.32996765332,66.2557830810546
25573,2018-07-02 19:40:00,2344.81689453125,10.4278001785278,3030.66041506523,64.9488830566406
25574,2018-07-02 19:50:00,2305.88500976562,10.4263296127319,3029.93021782158,65.4916381835937
25575,2018-07-02 20:00:00,2332.80004882812,10.5508699417114,3089.69846552454,67.111343383789
25576,2018-07-02 20:10:00,2172.42602539062,10.3950395584106,3014.25257888817,68.3099136352539
25577,2018-07-02 20:20:00,2004.4169921875,9.87633609771728,2712.78279414693,68.5267333984375
25578,2018-07-02 20:30:00,1848.10803222656,9.22801113128662,2291.8943697774,69.2955474853515
25579,2018-07-02 20:40:00,1731.59301757812,9.0003023147583,2144.18579260395,67.8314666748046
25580,2018-07-02 20:50:00,1830.97802734375,9.27326869964599,2321.43273258601,70.8902282714843
25581,2018-07-02 21:00:00,1856.22595214843,9.25395107269287,2308.81866597951,71.5507125854492
25582,2018-07-02 21:10:00,1912.36694335937,9.44057083129882,2430.98022367055,70.1856536865234
25583,2018-07-02 21:20:00,1839.43103027343,9.16061496734619,2248.00501298586,69.8344268798828
25584,2018-07-02 21:30:00,1675.90197753906,8.91486930847167,2089.2619293181,71.6791076660156
25585,2018-07-02 21:40:00,1549.17297363281,8.67730998992919,1938.40608437617,70.8839874267578
25586,2018-07-02 21:50:00,1275.08703613281,8.14002132415771,1611.17157586438,68.5376663208007
25587,2018-07-02 22:00:00,1297.03100585937,8.15654373168945,1620.87646438612,69.4151535034179
25588,2018-07-02 22:10:00,1271.67602539062,8.09094715118408,1582.50060518542,72.3815536499023
25589,2018-07-02 22:20:00,1355.94299316406,8.35722923278808,1740.71732749523,74.8350830078125
25590,2018-07-02 22:30:00,1397.23498535156,8.42688846588134,1783.10518628778,76.4806365966796
25591,2018-07-02 22:40:00,1324.29504394531,8.26416778564453,1684.70727159562,76.4687576293945
25592,2018-07-02 22:50:00,1103.19995117187,7.95748996734619,1505.74768566374,76.91748046875
25593,2018-07-02 23:00:00,1081.44897460937,7.78963804244995,1411.93120217646,74.7105331420898
25594,2018-07-02 23:10:00,1078.07495117187,7.7986397743225,1416.88120212833,73.0058670043945
25595,2018-07-02 23:20:00,1047.79895019531,7.73960781097412,1384.59461915396,75.9556427001953
25596,2018-07-02 23:30:00,1007.03100585937,7.68585205078125,1355.55922622659,77.5952835083007
25597,2018-07-02 23:40:00,1028.34997558593,7.92277002334594,1486.08523423833,78.0283508300781
25598,2018-07-02 23:50:00,858.947814941406,7.29191017150878,1153.00402541521,79.1553573608398
25599,2018-07-03 00:00:00,938.298706054687,7.44421815872192,1229.21094699937,76.4170608520507
25600,2018-07-03 00:10:00,1010.27001953125,7.61056184768676,1315.49744790883,75.9410781860351
25601,2018-07-03 00:20:00,959.393188476562,7.63304901123046,1327.38752285636,78.0653762817382
25602,2018-07-03 00:30:00,492.049499511718,5.11167478561401,363.915733231925,84.3942413330078
25603,2018-07-03 00:40:00,358.44351196289,4.89317607879638,310.183647862941,90.8984375
25604,2018-07-03 00:50:00,188.084899902343,4.11381196975708,144.423845722361,99.0529327392578
25605,2018-07-03 01:00:00,162.55239868164,4.03360080718994,129.263568115421,87.1476287841796
25606,2018-07-03 01:10:00,88.3767166137695,3.30741190910339,33.397347639996,88.974998474121
25607,2018-07-03 01:20:00,195.90510559082,4.48782014846801,219.4260779954,82.874153137207
25608,2018-07-03 01:30:00,522.16357421875,6.14669895172119,674.604926713169,76.1682815551757
25609,2018-07-03 01:40:00,516.823974609375,6.30913591384887,733.333494851628,74.8753814697265
25610,2018-07-03 01:50:00,358.526885986328,5.6047339439392,499.639207048845,68.7759628295898
25611,2018-07-03 02:00:00,401.967498779296,5.64656686782836,512.167452133132,71.8748474121093
25612,2018-07-03 02:10:00,334.353790283203,5.37106609344482,432.663056517741,73.912483215332
25613,2018-07-03 02:20:00,499.82730102539,6.19207096099853,690.724110465225,75.3200225830078
